X,Z,Success?,Stair_Floor1,Stair_Floor2,Water_height,StairObstacle1,StairObstacle2,StairObstacle3
-19.5,-14.5,N,0,0,-10,3,1,4
-19,-14.5,N,0,0,-10,1,2,7
-18.5,-14.5,N,0,0,-10,3,6,7
-18,-14.5,N,0,0,-10,6,4,5
-17.5,-14.5,N,0,0,-10,4,8,5
-17,-14.5,N,0,0,-10,7,5,2
-16.5,-14.5,N,0,0,-10,3,6,8
-16,-14.5,N,0,0,-10,1,3,4
-15.5,-14.5,N,0,0,-10,1,3,2
-15,-14.5,N,0,0,-10,8,4,7
-14.5,-14.5,N,0,0,-10,6,7,4
-14,-14.5,N,0,0,-10,5,8,3
-13.5,-14.5,N,0,0,-10,7,3,2
-13,-14.5,N,0,0,-10,2,1,3
-12.5,-14.5,N,0,0,-10,1,7,6
-12,-14.5,N,0,0,-10,7,3,4
-11.5,-14.5,N,0,0,-10,2,5,1
-11,-14.5,S,4,4,-3.8,8,5,6
-10.5,-14.5,S,3,3,-3.2,2,5,6
-10,-14.5,S,4,4,4,3,6,1
-9.5,-14.5,S,1,2,-0.1,3,8,4
-9,-14.5,S,3,4,-3.3,1,7,2
-8.5,-14.5,S,3,4,-3.7,7,1,5
-8,-14.5,F,3,4,-8.7,2,3,1
-7.5,-14.5,N,0,0,-10,3,5,2
-7,-14.5,N,0,0,-10,8,4,5
-6,-14.5,S,3,3,-3.9,2,5,6
-5.5,-14.5,S,3,3,-3.8,5,6,4
-5,-14.5,F,3,3,-10,5,8,4
-4.5,-14.5,F,3,3,-9.9,2,5,6
-4,-14.5,F,3,3,-9.9,8,4,2
-3.5,-14.5,S,4,4,-3,3,7,1
-3,-14.5,S,3,4,-3.6,1,7,2
-2.5,-14.5,F,3,4,-9.9,3,5,1
-2,-14.5,F,3,4,-9.9,7,2,8
-1.5,-14.5,S,4,3,-2.9,3,8,5
-1,-14.5,F,4,3,1.7,6,2,1
-0.5,-14.5,F,2,3,-4.1,4,1,3
0,-14.5,S,4,3,0.3,3,2,1
0.5,-14.5,S,4,4,-3.4,1,2,7
1,-14.5,S,4,4,-3.3,7,5,6
1.5,-14.5,F,4,4,-9.3,1,5,7
2,-14.5,N,0,0,-10,6,4,2
2.5,-14.5,N,0,0,-10,6,4,5
3,-14.5,F,4,4,-9.9,1,8,7
3.5,-14.5,F,4,4,-9.4,8,7,6
4,-14.5,N,0,0,-10,7,2,6
4.5,-14.5,N,0,0,-10,1,8,3
5,-14.5,N,0,0,-10,3,7,8
5.5,-14.5,S,3,3,-3.7,4,5,2
6,-14.5,S,1,1,6.2,3,6,4
6.5,-14.5,F,1,1,-9.8,8,6,1
7,-14.5,S,4,4,-3.9,1,3,5
7.5,-14.5,F,4,4,-9.7,6,1,5
8,-14.5,S,4,4,-4,2,1,7
8.5,-14.5,F,4,4,-9.7,5,7,1
9,-14.5,S,4,4,-4,2,5,3
9.5,-14.5,S,4,4,-4.1,6,7,2
10,-14.5,F,4,4,-9.6,5,4,7
10.5,-14.5,S,4,3,-3.8,8,3,1
11,-14.5,S,4,4,-4.2,2,3,5
11.5,-14.5,N,0,0,-10,6,3,5
12,-14.5,N,0,0,-10,7,4,5
12.5,-14.5,N,0,0,-10,4,5,2
13,-14.5,N,0,0,-10,4,8,5
13.5,-14.5,N,0,0,-10,7,3,8
14,-14.5,N,0,0,-10,6,2,7
14.5,-14.5,N,0,0,-10,7,4,5
15,-14.5,N,0,0,-10,1,4,7
15.5,-14.5,N,0,0,-10,7,4,2
16,-14.5,N,0,0,-10,7,1,2
16.5,-14.5,N,0,0,-10,8,6,4
17,-14.5,N,0,0,-10,5,8,7
17.5,-14.5,N,0,0,-10,6,5,1
18,-14.5,N,0,0,-10,3,4,1
18.5,-14.5,N,0,0,-10,1,6,8
19,-14.5,N,0,0,-10,4,1,6
19.5,-14.5,N,0,0,-10,4,3,1
-19.5,-14,N,0,0,-10,3,7,4
-19,-14,N,0,0,-10,1,3,5
-18.5,-14,N,0,0,-10,6,4,2
-18,-14,N,0,0,-10,4,8,2
-17.5,-14,N,0,0,-10,6,1,2
-17,-14,N,0,0,-10,1,4,3
-16.5,-14,N,0,0,-10,2,1,7
-16,-14,N,0,0,-10,1,7,8
-15.5,-14,N,0,0,-10,8,7,3
-15,-14,N,0,0,-10,6,1,4
-14.5,-14,N,0,0,-10,1,8,6
-14,-14,N,0,0,-10,7,3,6
-13.5,-14,N,0,0,-10,2,6,5
-13,-14,N,0,0,-10,2,8,3
-12.5,-14,N,0,0,-10,3,6,5
-12,-14,N,0,0,-10,8,5,3
-11.5,-14,N,0,0,-10,4,1,5
-11,-14,N,0,0,-10,6,3,4
-10.5,-14,N,0,0,-10,7,3,1
-10,-14,F,1,4,-5.9,3,4,6
-9.5,-14,S,3,3,-3.7,5,6,8
-9,-14,S,4,4,-3.4,6,3,1
-8.5,-14,S,3,3,-4,8,5,1
-8,-14,S,3,3,-3.8,5,8,1
-7.5,-14,F,3,3,-9.5,2,7,1
-7,-14,N,0,0,-10,1,6,3
-6.5,-14,S,4,4,-3.3,6,3,2
-6,-14,F,4,4,-8.9,3,8,2
-5.5,-14,F,4,4,-8.8,3,8,1
-5,-14,N,0,0,-10,6,5,4
-4.5,-14,S,3,4,-3.6,7,2,1
-4,-14,S,4,4,-2.2,3,5,7
-3.5,-14,S,3,3,-3.6,4,8,5
-3,-14,F,3,3,-10,2,5,3
-2.5,-14,S,4,3,-3.4,3,8,5
-2,-14,S,3,3,-3.5,8,1,4
-1.5,-14,S,3,4,-3.1,1,7,5
-1,-14,S,4,4,-1.9,5,1,3
-0.5,-14,S,4,4,-3.4,6,3,5
0,-14,F,4,4,-0.7,8,7,1
0.5,-14,N,0,0,-10,2,5,8
1,-14,S,4,3,-3.6,3,2,8
1.5,-14,F,3,3,-7.8,2,1,7
2,-14,N,0,0,-10,4,3,7
2.5,-14,F,3,3,-7,4,2,5
3,-14,S,4,1,-1,2,7,8
3.5,-14,S,4,4,-3.8,1,3,2
4,-14,S,4,4,-3.8,6,5,7
4.5,-14,S,4,3,-3.5,6,8,3
5,-14,S,3,4,-2.1,6,1,7
5.5,-14,S,3,4,-3.3,5,4,2
6,-14,S,4,4,-3.8,5,6,7
6.5,-14,F,4,4,-9.2,7,4,6
7,-14,N,0,0,-10,3,2,6
7.5,-14,S,4,1,0.6,8,2,7
8,-14,S,4,4,-4,7,6,1
8.5,-14,F,4,4,-10,6,4,2
9,-14,S,4,2,0.7,7,2,8
9.5,-14,F,4,2,-10,1,6,2
10,-14,S,3,4,-2.8,4,5,7
10.5,-14,N,0,0,-10,6,4,2
11,-14,F,4,4,-3.4,5,7,8
11.5,-14,N,0,0,-10,2,8,3
12,-14,N,0,0,-10,2,3,5
12.5,-14,N,0,0,-10,3,8,6
13,-14,N,0,0,-10,6,1,5
13.5,-14,N,0,0,-10,7,3,6
14,-14,N,0,0,-10,1,7,2
14.5,-14,N,0,0,-10,2,7,8
15,-14,N,0,0,-10,3,8,4
15.5,-14,N,0,0,-10,8,4,2
16,-14,N,0,0,-10,6,8,4
16.5,-14,N,0,0,-10,3,6,1
17,-14,N,0,0,-10,2,5,1
17.5,-14,N,0,0,-10,5,6,2
18,-14,N,0,0,-10,5,6,1
18.5,-14,N,0,0,-10,1,3,8
19,-14,N,0,0,-10,4,3,8
19.5,-14,N,0,0,-10,7,6,8
-19.5,-13.5,N,0,0,-10,4,6,5
-19,-13.5,N,0,0,-10,4,5,8
-18.5,-13.5,N,0,0,-10,5,6,3
-18,-13.5,N,0,0,-10,5,2,4
-17.5,-13.5,N,0,0,-10,2,8,4
-17,-13.5,N,0,0,-10,8,6,3
-16.5,-13.5,N,0,0,-10,8,5,6
-16,-13.5,N,0,0,-10,8,3,2
-15.5,-13.5,N,0,0,-10,6,2,8
-15,-13.5,N,0,0,-10,5,1,7
-14.5,-13.5,N,0,0,-10,1,8,2
-14,-13.5,N,0,0,-10,7,5,3
-13.5,-13.5,N,0,0,-10,2,4,7
-13,-13.5,N,0,0,-10,5,1,8
-12.5,-13.5,N,0,0,-10,3,8,4
-12,-13.5,N,0,0,-10,7,1,8
-11.5,-13.5,N,0,0,-10,4,3,5
-11,-13.5,S,3,4,-2.4,2,7,4
-10.5,-13.5,S,3,3,-3.7,6,1,8
-10,-13.5,S,4,3,-3.2,6,8,3
-9.5,-13.5,F,3,3,-9.1,2,8,4
-9,-13.5,S,3,4,-3.7,6,2,5
-8.5,-13.5,F,3,4,-9.3,2,8,1
-8,-13.5,N,0,0,-10,3,7,6
-7.5,-13.5,S,3,3,-3.5,8,6,1
-7,-13.5,F,3,3,-8.9,3,5,6
-6.5,-13.5,F,3,3,-9.5,6,1,4
-6,-13.5,N,0,0,-10,1,2,4
-5.5,-13.5,F,3,3,-6.6,2,1,5
-5,-13.5,S,4,4,-3.4,5,7,3
-4.5,-13.5,S,3,3,-3.8,4,2,1
-4,-13.5,S,3,3,-3.8,8,6,4
-3.5,-13.5,S,4,4,-2.9,2,6,3
-3,-13.5,F,4,4,-8.8,3,4,5
-2.5,-13.5,N,0,0,-10,5,1,7
-2,-13.5,N,0,0,-10,5,8,6
-1.5,-13.5,F,4,4,-8.7,2,5,6
-1,-13.5,N,0,0,-10,5,6,3
-0.5,-13.5,S,4,4,-3.5,2,3,1
0,-13.5,S,4,3,-2.6,1,3,8
0.5,-13.5,S,1,1,-2,6,4,3
1,-13.5,S,3,4,-2.9,7,4,6
1.5,-13.5,S,3,3,-3.8,5,4,8
2,-13.5,S,4,4,-3.6,7,3,1
2.5,-13.5,F,3,3,-6.3,5,8,4
3,-13.5,S,3,1,4,6,7,8
3.5,-13.5,S,1,2,4.4,4,5,3
4,-13.5,S,3,4,-2.5,7,4,5
4.5,-13.5,F,3,4,-8,4,6,7
5,-13.5,S,2,2,-1.2,8,3,4
5.5,-13.5,S,4,2,-0.3,7,2,8
6,-13.5,S,3,1,4.1,7,8,4
6.5,-13.5,F,4,1,-1.8,3,8,7
7,-13.5,S,4,3,-3.6,8,5,3
7.5,-13.5,S,4,4,-4,7,6,2
8,-13.5,S,3,3,-3.5,6,4,1
8.5,-13.5,S,4,4,-3.9,1,5,6
9,-13.5,S,4,4,-3.9,1,5,7
9.5,-13.5,S,4,2,6.4,8,1,7
10,-13.5,S,4,3,-3.5,5,8,6
10.5,-13.5,S,4,4,-4,3,5,7
11,-13.5,F,4,4,-9.1,6,7,1
11.5,-13.5,N,0,0,-10,4,2,6
12,-13.5,N,0,0,-10,2,8,4
12.5,-13.5,N,0,0,-10,2,6,7
13,-13.5,N,0,0,-10,5,4,8
13.5,-13.5,N,0,0,-10,4,7,6
14,-13.5,N,0,0,-10,7,2,4
14.5,-13.5,N,0,0,-10,1,3,4
15,-13.5,N,0,0,-10,8,4,2
15.5,-13.5,N,0,0,-10,5,6,2
16,-13.5,N,0,0,-10,4,7,8
16.5,-13.5,N,0,0,-10,6,5,3
17,-13.5,N,0,0,-10,8,6,4
17.5,-13.5,N,0,0,-10,2,3,1
18,-13.5,N,0,0,-10,7,4,8
18.5,-13.5,N,0,0,-10,3,8,1
19,-13.5,N,0,0,-10,6,1,3
19.5,-13.5,N,0,0,-10,2,4,1
-19.5,-13,N,0,0,-10,4,7,5
-19,-13,N,0,0,-10,6,3,4
-18.5,-13,N,0,0,-10,5,2,7
-18,-13,N,0,0,-10,1,5,7
-17.5,-13,N,0,0,-10,2,5,4
-17,-13,N,0,0,-10,1,8,4
-16.5,-13,N,0,0,-10,4,8,1
-16,-13,N,0,0,-10,8,2,5
-15.5,-13,N,0,0,-10,5,6,4
-15,-13,N,0,0,-10,3,1,6
-14.5,-13,N,0,0,-10,4,7,5
-14,-13,N,0,0,-10,3,5,7
-13.5,-13,N,0,0,-10,6,2,5
-13,-13,N,0,0,-10,8,3,2
-12.5,-13,N,0,0,-10,6,5,2
-12,-13,N,0,0,-10,6,4,2
-11.5,-13,N,0,0,-10,7,4,3
-11,-13,S,3,3,0.6,4,1,2
-10.5,-13,S,3,4,-3.6,4,1,2
-10,-13,F,3,4,-9.8,2,4,3
-9.5,-13,F,3,4,-8.8,5,7,3
-9,-13,N,0,0,-10,6,1,4
-8.5,-13,N,0,0,-10,8,7,6
-8,-13,S,3,3,-4,5,8,4
-7.5,-13,S,3,3,-3.8,1,4,5
-7,-13,S,3,3,-4,6,1,5
-6.5,-13,S,3,4,-3.1,1,5,7
-6,-13,S,3,4,-2.6,1,7,2
-5.5,-13,S,3,3,-3.8,1,2,8
-5,-13,F,3,3,-6.5,2,5,8
-4.5,-13,S,3,3,-1.2,5,2,6
-4,-13,S,3,3,-3.6,1,5,6
-3.5,-13,S,3,3,-3.8,6,1,4
-3,-13,S,4,4,-3.5,1,6,3
-2.5,-13,F,4,4,-7.8,3,5,8
-2,-13,N,0,0,-10,5,7,2
-1.5,-13,N,0,0,-10,4,8,5
-1,-13,S,4,4,-3.2,3,7,5
-0.5,-13,S,3,3,-2,4,5,8
0,-13,S,3,3,-3.6,6,5,2
0.5,-13,F,3,3,-4.1,7,8,4
1,-13,F,3,3,-8.9,7,4,3
1.5,-13,N,0,0,-10,1,2,8
2,-13,N,0,0,-10,2,5,6
2.5,-13,S,3,3,-3.7,4,8,2
3,-13,S,3,4,-2.8,1,5,7
3.5,-13,S,4,3,-0.1,8,5,1
4,-13,S,4,4,-3.5,6,3,2
4.5,-13,S,4,4,-3.4,1,5,6
5,-13,F,4,4,-0.2,2,8,7
5.5,-13,S,4,4,-3.7,6,1,5
6,-13,S,4,4,-3.7,3,5,7
6.5,-13,S,4,4,-3.9,2,6,7
7,-13,F,4,4,-7.5,3,4,1
7.5,-13,S,4,4,-3.7,6,1,5
8,-13,S,4,3,-3.5,2,8,3
8.5,-13,S,4,4,-3.9,5,7,1
9,-13,S,4,3,-3.6,6,3,8
9.5,-13,S,4,3,-3.7,5,3,8
10,-13,S,4,4,-3.7,1,2,3
10.5,-13,S,4,3,-3.1,1,8,3
11,-13,N,0,0,-10,4,1,6
11.5,-13,N,0,0,-10,6,7,8
12,-13,N,0,0,-10,6,1,5
12.5,-13,N,0,0,-10,4,5,7
13,-13,N,0,0,-10,4,6,1
13.5,-13,N,0,0,-10,4,7,6
14,-13,N,0,0,-10,2,5,6
14.5,-13,N,0,0,-10,6,1,7
15,-13,N,0,0,-10,8,5,2
15.5,-13,N,0,0,-10,7,6,8
16,-13,N,0,0,-10,4,5,1
16.5,-13,N,0,0,-10,2,8,3
17,-13,N,0,0,-10,5,8,7
17.5,-13,N,0,0,-10,5,1,4
18,-13,N,0,0,-10,4,8,5
18.5,-13,N,0,0,-10,6,4,5
19,-13,N,0,0,-10,8,5,6
19.5,-13,N,0,0,-10,2,4,8
-19.5,-12.5,N,0,0,-10,8,7,4
-19,-12.5,N,0,0,-10,4,5,1
-18.5,-12.5,N,0,0,-10,4,3,7
-18,-12.5,N,0,0,-10,4,6,2
-17.5,-12.5,N,0,0,-10,1,2,6
-17,-12.5,N,0,0,-10,5,4,1
-16.5,-12.5,N,0,0,-10,5,1,6
-16,-12.5,N,0,0,-10,6,7,1
-15.5,-12.5,N,0,0,-10,8,6,7
-15,-12.5,N,0,0,-10,5,8,1
-14.5,-12.5,N,0,0,-10,2,8,4
-14,-12.5,N,0,0,-10,3,6,2
-13.5,-12.5,N,0,0,-10,5,2,4
-13,-12.5,N,0,0,-10,6,8,1
-12.5,-12.5,N,0,0,-10,7,5,2
-12,-12.5,N,0,0,-10,8,1,5
-11.5,-12.5,N,0,0,-10,3,8,6
-11,-12.5,N,0,0,-10,3,4,2
-10.5,-12.5,N,0,0,-10,3,2,6
-10,-12.5,N,0,0,-10,4,2,6
-9.5,-12.5,F,4,3,-6.1,3,5,8
-9,-12.5,S,3,3,-3.9,8,1,2
-8.5,-12.5,F,3,3,-9.5,1,7,2
-8,-12.5,F,3,1,-6.2,7,4,8
-7.5,-12.5,S,3,3,-3.8,4,8,6
-7,-12.5,F,1,3,-3.5,3,7,4
-6.5,-12.5,S,4,4,-3.5,3,2,6
-6,-12.5,F,3,4,14,1,7,5
-5.5,-12.5,S,3,3,-3.9,4,6,1
-5,-12.5,S,3,3,-3.7,5,8,4
-4.5,-12.5,S,4,3,-2.8,3,8,2
-3.5,-12.5,S,3,4,-3.3,4,6,7
-3,-12.5,S,4,1,5,3,7,8
-2.5,-12.5,F,3,3,-5.1,8,2,5
-2,-12.5,S,3,3,-3.8,4,1,5
-1.5,-12.5,S,4,4,-3.6,7,3,5
-1,-12.5,S,4,3,-2.7,8,2,3
-0.5,-12.5,S,3,1,0.2,6,7,8
0,-12.5,S,3,1,2.3,7,8,6
0.5,-12.5,S,4,4,-3.6,5,3,6
1,-12.5,S,3,3,-3.4,4,5,8
1.5,-12.5,F,3,3,-8.7,4,3,8
2,-12.5,S,3,4,-3.4,7,4,6
2.5,-12.5,S,4,4,-3.7,6,7,5
3,-12.5,S,4,4,-3.7,2,3,7
3.5,-12.5,S,3,1,0.9,8,6,7
4,-12.5,S,4,4,-3.8,5,6,7
4.5,-12.5,F,4,4,-8.9,7,4,3
5,-12.5,N,0,0,-10,4,3,6
5.5,-12.5,N,0,0,-10,4,8,3
6,-12.5,S,3,4,-3.3,1,4,5
6.5,-12.5,S,1,2,1.3,4,5,3
7,-12.5,S,2,1,5.3,3,4,6
7.5,-12.5,S,3,4,-3.2,7,2,4
8,-12.5,F,3,4,-9.1,4,6,7
8.5,-12.5,N,0,0,-10,1,2,4
9,-12.5,N,0,0,-10,3,1,8
9.5,-12.5,S,4,4,-3.7,5,6,2
10,-12.5,S,4,4,-4,5,1,6
10.5,-12.5,S,4,4,-3.8,3,2,5
11,-12.5,N,0,0,-10,4,5,8
11.5,-12.5,N,0,0,-10,5,4,3
12,-12.5,N,0,0,-10,4,2,1
12.5,-12.5,N,0,0,-10,8,6,4
13,-12.5,N,0,0,-10,8,6,4
13.5,-12.5,N,0,0,-10,7,1,8
14,-12.5,N,0,0,-10,2,1,4
14.5,-12.5,N,0,0,-10,6,4,3
15,-12.5,N,0,0,-10,2,5,3
15.5,-12.5,N,0,0,-10,6,2,8
16,-12.5,N,0,0,-10,7,6,8
16.5,-12.5,N,0,0,-10,6,4,7
17,-12.5,N,0,0,-10,3,6,8
17.5,-12.5,N,0,0,-10,2,6,4
18,-12.5,N,0,0,-10,8,7,3
18.5,-12.5,N,0,0,-10,2,7,4
19,-12.5,N,0,0,-10,3,7,6
19.5,-12.5,N,0,0,-10,1,8,5
-19.5,-12,N,0,0,-10,5,6,8
-19,-12,N,0,0,-10,7,3,2
-18.5,-12,N,0,0,-10,5,8,2
-18,-12,N,0,0,-10,3,2,5
-17.5,-12,N,0,0,-10,6,4,1
-17,-12,N,0,0,-10,2,4,3
-16.5,-12,N,0,0,-10,5,2,3
-16,-12,N,0,0,-10,7,1,8
-15.5,-12,N,0,0,-10,7,5,8
-15,-12,N,0,0,-10,5,4,3
-14.5,-12,N,0,0,-10,4,2,7
-14,-12,N,0,0,-10,8,1,7
-13.5,-12,N,0,0,-10,6,1,5
-13,-12,N,0,0,-10,2,1,4
-12.5,-12,N,0,0,-10,4,7,5
-12,-12,N,0,0,-10,6,2,8
-11.5,-12,N,0,0,-10,4,8,2
-10.5,-12,S,3,4,-3.9,6,7,4
-10,-12,S,3,3,-2.3,8,1,5
-9.5,-12,F,3,4,2.2,1,4,2
-9,-12,F,3,4,-8.6,3,8,2
-8.5,-12,N,0,0,-10,3,7,1
-8,-12,N,0,0,-10,1,5,8
-7.5,-12,S,3,4,-3.3,5,7,4
-7,-12,F,3,3,-7.3,4,5,2
-6.5,-12,S,3,1,1,1,7,8
-6,-12,F,3,1,-9.5,1,2,3
-5.5,-12,N,0,0,-10,8,1,3
-5,-12,N,0,0,-10,1,8,2
-4.5,-12,F,3,1,-8.8,6,8,3
-4,-12,S,3,3,-3.9,4,2,6
-3.5,-12,S,4,3,-3.3,3,1,8
-3,-12,S,3,3,-3.3,2,5,1
-2.5,-12,S,3,3,-3.7,8,5,1
-2,-12,F,3,3,-8.8,8,1,2
-1.5,-12,S,4,4,-3.2,2,3,7
-1,-12,S,3,3,-3.6,2,6,4
-0.5,-12,S,4,4,-2.2,5,6,3
0,-12,S,3,3,-3.7,8,1,4
0.5,-12,S,3,4,-3.4,6,4,1
1,-12,F,4,4,-0.1,7,8,3
1.5,-12,S,3,4,-3.1,2,7,6
2,-12,S,4,1,2.7,8,7,3
2.5,-12,S,4,4,-3.4,7,6,2
3,-12,S,4,4,-3.4,6,5,3
3.5,-12,S,1,1,0,3,7,4
4,-12,S,4,3,-3.1,3,5,8
4.5,-12,S,3,3,-3.6,8,5,4
5,-12,F,3,3,-8.2,1,4,8
5.5,-12,S,4,4,-3.7,2,7,1
6,-12,S,4,4,-3.6,6,7,3
6.5,-12,F,4,3,-7.6,2,1,8
7,-12,S,4,4,-3.9,2,7,6
7.5,-12,S,3,3,-3.5,1,4,5
8,-12,S,4,4,-3.9,7,1,3
8.5,-12,S,3,4,-3.3,6,2,7
9,-12,S,4,4,-1.5,7,6,5
9.5,-12,S,3,4,-2.2,5,7,4
10,-12,S,4,4,-3.9,5,6,2
10.5,-12,N,0,0,-10,4,3,7
11,-12,N,0,0,-10,7,4,5
11.5,-12,N,0,0,-10,6,1,2
12,-12,N,0,0,-10,2,5,7
12.5,-12,N,0,0,-10,7,5,4
13,-12,N,0,0,-10,1,7,4
13.5,-12,N,0,0,-10,3,6,1
14,-12,N,0,0,-10,2,4,6
14.5,-12,N,0,0,-10,4,5,7
15,-12,N,0,0,-10,7,6,8
15.5,-12,N,0,0,-10,2,5,1
16,-12,N,0,0,-10,8,7,3
16.5,-12,N,0,0,-10,6,1,2
17,-12,N,0,0,-10,2,3,1
17.5,-12,N,0,0,-10,4,7,3
18,-12,N,0,0,-10,2,4,3
18.5,-12,N,0,0,-10,4,7,1
19,-12,N,0,0,-10,1,3,4
19.5,-12,N,0,0,-10,8,3,5
-19.5,-11.5,N,0,0,-10,2,6,4
-19,-11.5,N,0,0,-10,8,2,5
-18.5,-11.5,N,0,0,-10,7,1,8
-18,-11.5,N,0,0,-10,3,7,4
-17.5,-11.5,N,0,0,-10,8,2,6
-17,-11.5,N,0,0,-10,2,1,7
-16.5,-11.5,N,0,0,-10,2,6,5
-16,-11.5,N,0,0,-10,8,5,6
-15.5,-11.5,N,0,0,-10,5,1,4
-15,-11.5,N,0,0,-10,5,6,1
-14.5,-11.5,N,0,0,-10,6,8,7
-14,-11.5,N,0,0,-10,4,3,1
-13.5,-11.5,N,0,0,-10,5,1,6
-13,-11.5,N,0,0,-10,3,5,1
-12.5,-11.5,N,0,0,-10,4,7,1
-12,-11.5,N,0,0,-10,3,4,8
-11.5,-11.5,N,0,0,-10,4,5,1
-11,-11.5,S,3,3,-4,1,4,8
-10.5,-11.5,S,3,4,6.6,2,1,7
-10,-11.5,S,3,4,-3.2,4,5,6
-9.5,-11.5,S,3,1,2,7,4,8
-9,-11.5,S,3,4,-3.6,7,2,6
-8.5,-11.5,F,4,4,-6.7,6,7,3
-8,-11.5,S,3,4,-3.8,1,2,6
-7.5,-11.5,S,3,3,-3.9,6,2,4
-7,-11.5,S,3,4,-3.7,1,4,5
-6.5,-11.5,S,3,4,1.2,4,1,7
-6,-11.5,F,3,4,-7.9,4,7,1
-5.5,-11.5,F,3,3,-6.5,4,5,1
-5,-11.5,F,3,3,-8.8,4,3,6
-4.5,-11.5,N,0,0,-10,4,7,5
-4,-11.5,S,4,3,-2,1,2,8
-3.5,-11.5,S,3,1,2,7,8,6
-3,-11.5,F,3,1,-8.7,3,8,2
-2.5,-11.5,N,0,0,-10,2,5,3
-2,-11.5,S,4,4,-3.3,1,6,7
-1.5,-11.5,S,4,3,-2.9,3,6,8
-1,-11.5,F,1,3,-8.9,3,4,2
-0.5,-11.5,N,0,0,-10,1,5,8
0,-11.5,N,0,0,-10,6,8,5
0.5,-11.5,S,4,4,-3.5,6,5,3
1,-11.5,S,3,3,-3.5,5,1,4
1.5,-11.5,S,4,4,-3.7,2,1,6
2,-11.5,S,3,4,-3.2,7,2,4
2.5,-11.5,F,3,4,-8.9,3,4,8
3,-11.5,S,3,4,-2.4,7,4,6
3.5,-11.5,F,3,4,-8.5,2,4,8
4,-11.5,N,0,0,-10,4,7,5
4.5,-11.5,S,4,4,-3.8,6,7,3
5,-11.5,S,3,3,-3.5,4,5,1
5.5,-11.5,S,3,4,-2.7,2,7,4
6,-11.5,S,4,3,-3.5,1,5,8
6.5,-11.5,S,4,4,-3.8,2,7,3
7,-11.5,F,3,3,-7.5,1,2,6
7.5,-11.5,N,0,0,-10,2,1,7
8,-11.5,N,0,0,-10,6,2,5
8.5,-11.5,N,0,0,-10,6,3,8
9,-11.5,S,4,4,-2.4,2,3,7
9.5,-11.5,S,4,4,-2.3,2,3,5
10,-11.5,S,1,1,-0.2,6,3,4
10.5,-11.5,S,3,3,-3.4,2,6,5
11,-11.5,N,0,0,-10,4,6,3
11.5,-11.5,N,0,0,-10,6,4,1
12,-11.5,N,0,0,-10,8,2,7
12.5,-11.5,N,0,0,-10,8,4,6
13,-11.5,N,0,0,-10,4,8,5
13.5,-11.5,N,0,0,-10,4,5,1
14,-11.5,N,0,0,-10,5,3,2
14.5,-11.5,N,0,0,-10,3,2,8
15,-11.5,N,0,0,-10,1,5,8
15.5,-11.5,N,0,0,-10,3,1,5
16,-11.5,N,0,0,-10,4,6,8
16.5,-11.5,N,0,0,-10,2,5,7
17,-11.5,N,0,0,-10,5,3,4
17.5,-11.5,N,0,0,-10,1,6,5
18,-11.5,N,0,0,-10,7,6,1
18.5,-11.5,N,0,0,-10,2,5,7
19,-11.5,N,0,0,-10,6,7,2
19.5,-11.5,N,0,0,-10,6,8,1
-19.5,-11,N,0,0,-10,5,1,3
-19,-11,N,0,0,-10,2,3,4
-18.5,-11,N,0,0,-10,2,3,4
-18,-11,N,0,0,-10,3,2,8
-17.5,-11,N,0,0,-10,6,1,3
-17,-11,N,0,0,-10,7,5,2
-16.5,-11,N,0,0,-10,2,5,3
-16,-11,N,0,0,-10,4,5,6
-15.5,-11,N,0,0,-10,6,1,5
-15,-11,N,0,0,-10,7,6,8
-14.5,-11,N,0,0,-10,7,3,6
-14,-11,N,0,0,-10,5,8,3
-13.5,-11,N,0,0,-10,6,2,8
-13,-11,N,0,0,-10,5,8,1
-12.5,-11,N,0,0,-10,6,7,5
-12,-11,N,0,0,-10,1,5,4
-11.5,-11,N,0,0,-10,2,3,7
-11,-11,S,3,4,-4.1,1,4,6
-10.5,-11,S,3,4,-3.7,5,7,2
-10,-11,F,3,4,-10,7,6,3
-9.5,-11,S,3,4,-0.9,1,5,7
-9,-11,S,3,3,-4.1,6,1,4
-8.5,-11,S,4,4,-2.9,7,3,5
-8,-11,F,4,4,-8.7,1,3,2
-7.5,-11,S,1,1,-1.3,4,6,3
-7,-11,F,1,1,-9,4,3,8
-6.5,-11,N,0,0,-10,5,4,2
-6,-11,N,0,0,-10,6,4,8
-5.5,-11,N,0,0,-10,4,3,5
-5,-11,S,3,4,-2.7,7,4,1
-4.5,-11,F,3,4,-9,3,1,4
-4,-11,S,3,4,-3.6,5,7,2
-3.5,-11,S,4,4,-3.6,5,3,2
-3,-11,S,4,3,-3.1,3,8,6
-2.5,-11,F,3,3,-4.5,2,6,1
-2,-11,N,0,0,-10,6,1,7
-1.5,-11,S,3,2,-0.1,5,7,8
-1,-11,S,4,4,-3.1,6,1,3
-0.5,-11,S,3,4,-3.3,1,5,2
0,-11,S,3,3,-3.5,2,4,8
0.5,-11,F,2,2,-1,1,3,4
1,-11,F,3,2,-9.1,6,5,1
1.5,-11,S,4,3,-3.3,3,2,6
2,-11,S,3,4,-3.4,1,4,5
2.5,-11,S,4,4,-3.3,3,6,1
3,-11,S,4,3,-2.8,8,3,5
